air_temp,process_temp,rotational_speed,torque,tool_wear,machine_failure,TWF,HDF,PWF,OSF,RNF,Type_L,Type_M,timestamp,air_temp_mean_6,process_temp_mean_6,rpm_std_6,torque_std_6,air_temp_lag1,air_temp_lag2,temp_diff,wear_torque,rpm_ema
298.1,308.6,1551,42.8,0,0,0,0,0,0,0,0,1,2024-01-01 00:00:00,298.1,308.6,101.1162697096763,2.4748737341529163,298.1,298.1,10.5,0.0,1551.0
298.2,308.7,1408,46.3,3,0,0,0,0,0,0,1,0,2024-01-01 00:01:00,298.15,308.65,101.1162697096763,2.4748737341529163,298.1,298.1,10.5,138.89999999999998,1467.5833333333335
298.1,308.5,1498,49.4,5,0,0,0,0,0,0,1,0,2024-01-01 00:02:00,298.1333333333334,308.59999999999997,72.29338374521788,3.302019584032375,298.2,298.1,10.399999999999977,247.0,1481.256880733945
298.2,308.6,1433,39.5,7,0,0,0,0,0,0,1,0,2024-01-01 00:03:00,298.15,308.6,64.63487190879755,4.287190222045203,298.1,298.2,10.400000000000034,276.5,1462.6171171171172
298.2,308.7,1408,40.0,9,0,0,0,0,0,0,1,0,2024-01-01 00:04:00,298.15999999999997,308.62,62.970628073729735,4.223150482755735,298.2,298.1,10.5,360.0,1443.4480339131705
298.1,308.6,1425,41.9,11,0,0,0,0,0,0,0,1,2024-01-01 00:05:00,298.15000000000003,308.6166666666667,58.06691542235273,3.8405294773854646,298.2,298.2,10.5,460.9,1437.3699325648868
298.1,308.6,1558,42.4,14,0,0,0,0,0,0,1,0,2024-01-01 00:06:00,298.15000000000003,308.6166666666666,60.43177971895249,3.8547373451377984,298.1,298.2,10.5,593.6,1475.4479151294981
298.1,308.6,1527,40.2,16,0,0,0,0,0,0,1,0,2024-01-01 00:07:00,298.1333333333334,308.6,61.440757373804075,3.6903477704230903,298.1,298.1,10.5,643.2,1491.2476800164343
298.3,308.7,1667,28.6,18,0,0,0,0,0,0,0,1,2024-01-01 00:08:00,298.1666666666667,308.6333333333334,100.50472625702722,5.108685414729185,298.1,298.1,10.399999999999977,514.8000000000001,1544.0166608846214
298.5,309.0,1741,28.0,21,0,0,0,0,0,0,0,1,2024-01-01 00:09:00,298.2166666666667,308.7,131.48333227701,6.690814599135149,298.3,298.1,10.5,588.0,1602.3130138744204
298.4,308.9,1782,23.9,24,0,0,0,0,0,0,0,0,2024-01-01 00:10:00,298.25,308.7333333333333,136.78109031100243,8.226947591097606,298.5,298.3,10.5,573.5999999999999,1654.9520208969109
298.6,309.1,1423,44.3,29,0,0,0,0,0,0,0,0,2024-01-01 00:11:00,298.3333333333333,308.81666666666666,137.34287992708832,8.721620644505624,298.4,298.5,10.5,1284.6999999999998,1587.4900822542988
298.6,309.1,1339,51.1,34,0,0,0,0,0,0,0,1,2024-01-01 00:12:00,298.4166666666667,308.90000000000003,178.79196477097787,10.76762121671573,298.6,298.4,10.5,1737.4,1515.5870102172128
298.6,309.2,1742,30.0,37,0,0,0,0,0,0,0,1,2024-01-01 00:13:00,298.5,309.0,187.42216162094226,10.78024427676232,298.6,298.6,10.599999999999966,1110.0,1580.863880344155
298.6,309.2,2035,19.6,40,0,0,0,0,0,0,1,0,2024-01-01 00:14:00,298.55,309.0833333333333,255.44862497183252,12.259431743219858,298.6,298.6,10.599999999999966,784.0,1711.456513788635
298.6,309.2,1542,48.4,42,0,0,0,0,0,0,1,0,2024-01-01 00:15:00,298.56666666666666,309.1166666666666,258.3791142230088,13.429432849776893,298.6,298.6,10.599999999999966,2032.8,1662.8170404748748
298.6,309.2,1311,46.6,44,0,0,0,0,0,0,0,1,2024-01-01 00:16:00,298.6,309.1666666666667,278.7519805609758,12.42561869686979,298.6,298.6,10.599999999999966,2050.4,1561.9671367934488
298.7,309.2,1410,45.6,47,0,0,0,0,0,0,0,1,2024-01-01 00:17:00,298.6166666666667,309.18333333333334,280.1266975257208,12.526518537353736,298.6,298.6,10.5,2143.2000000000003,1518.4460028970855
298.8,309.2,1306,54.5,50,0,0,0,0,0,0,0,0,2024-01-01 00:18:00,298.65000000000003,309.2,285.67720711787047,13.17731636816339,298.7,298.6,10.399999999999977,2725.0,1457.6454088124929
298.9,309.3,1632,32.5,55,0,0,0,0,0,0,0,1,2024-01-01 00:19:00,298.7,309.21666666666664,274.80441529689193,12.802343535462565,298.8,298.7,10.400000000000034,1787.5,1507.5206169652552
298.9,309.3,1375,42.7,58,0,0,0,0,0,0,0,0,2024-01-01 00:20:00,298.75,309.2333333333333,131.38290096761722,7.29732827821253,298.9,298.8,10.400000000000034,2476.6000000000004,1469.625231811637
298.8,309.3,1450,44.8,63,0,0,0,0,0,0,1,0,2024-01-01 00:21:00,298.78333333333336,309.25,120.52385655960421,7.112453866282736,298.9,298.9,10.5,2822.3999999999996,1464.0146013932952
298.9,309.3,1581,30.7,65,0,0,0,0,0,0,0,1,2024-01-01 00:22:00,298.8333333333333,309.2666666666667,124.70765814495925,8.890894218243753,298.8,298.9,10.400000000000034,1995.5,1497.4535659117341
299.0,309.4,1758,25.7,68,0,0,0,0,0,0,1,0,2024-01-01 00:23:00,298.8833333333333,309.3,170.04470000561616,10.714553964895915,298.9,298.8,10.399999999999977,1747.6,1571.9185717333269
299.0,309.4,1561,37.3,70,0,0,0,0,0,0,0,1,2024-01-01 00:24:00,298.9166666666667,309.3333333333333,135.0211094607061,7.342592639297558,299.0,298.9,10.399999999999977,2611.0,1568.7982863942213
299.0,309.5,1861,23.3,73,0,0,0,0,0,0,1,0,2024-01-01 00:25:00,298.93333333333334,309.3666666666667,183.33539392781367,8.915697766673487,299.0,299.0,10.5,1700.9,1652.2977445185102
299.1,309.5,1512,39.0,75,0,0,0,0,0,0,1,0,2024-01-01 00:26:00,298.96666666666664,309.40000000000003,156.6457787493807,8.307747388231455,299.0,299.0,10.399999999999977,2925.0,1612.2081292265873
299.1,309.4,1811,24.6,77,0,0,0,0,0,0,0,0,2024-01-01 00:27:00,299.01666666666665,309.41666666666663,147.09815317218147,6.7418098460279765,299.1,299.0,10.299999999999955,1894.2,1669.010406833185
299.1,309.4,1439,44.2,82,0,0,0,0,0,0,1,0,2024-01-01 00:28:00,299.05,309.43333333333334,175.09882923651975,8.891962662989533,299.1,299.1,10.299999999999955,3624.4,1603.289345918166
299.0,309.4,1693,30.1,84,0,0,0,0,0,0,1,0,2024-01-01 00:29:00,299.05,309.43333333333334,169.52217160792443,8.401765687441337,299.1,299.1,10.399999999999977,2528.4,1628.9220205088595
299.1,309.5,1339,48.2,86,0,0,0,0,0,0,0,1,2024-01-01 00:30:00,299.06666666666666,309.45,210.98475458351624,10.429573337390174,299.0,299.1,10.399999999999977,4145.2,1546.0847126301423
299.0,309.4,1798,25.5,89,0,0,0,0,0,0,1,0,2024-01-01 00:31:00,299.06666666666666,309.43333333333334,197.05295396584793,9.968684299679007,299.1,299.0,10.399999999999977,2269.5,1618.0620264159859
299.0,309.4,1419,48.3,91,0,0,0,0,0,0,1,0,2024-01-01 00:32:00,299.05,309.41666666666663,208.55542828386552,11.299454264107924,299.0,299.1,10.399999999999977,4395.3,1561.1863052762462
298.9,309.3,1665,32.5,93,0,0,0,0,0,0,1,0,2024-01-01 00:33:00,299.0166666666667,309.40000000000003,183.69149862382469,9.973698745534017,299.0,299.0,10.400000000000034,3022.5,1590.847679946407
298.8,309.1,1559,34.7,95,0,0,0,0,0,0,0,1,2024-01-01 00:34:00,298.96666666666664,309.34999999999997,174.32890370408052,9.563629018317265,298.9,299.0,10.300000000000011,3296.5000000000005,1581.7482729100627
298.8,309.2,1452,48.6,98,0,0,0,0,0,0,0,1,2024-01-01 00:35:00,298.93333333333334,309.31666666666666,170.48479893136104,10.038658608931122,298.8,298.9,10.399999999999977,4762.8,1544.677134357449
298.9,309.2,1581,36.7,101,0,0,0,0,0,0,0,1,2024-01-01 00:36:00,298.90000000000003,309.26666666666665,139.63523910532007,9.132889283609366,298.8,298.8,10.300000000000011,3706.7000000000003,1555.0551366491848
298.8,309.1,1439,39.2,104,0,0,0,0,0,0,1,0,2024-01-01 00:37:00,298.8666666666667,309.21666666666664,97.62052379836221,6.909703322140558,298.9,298.8,10.300000000000011,4076.8,1521.8964333386193
298.9,309.2,1379,50.7,106,0,0,0,0,0,0,0,0,2024-01-01 00:38:00,298.84999999999997,309.18333333333334,106.76656780097382,7.528080764710239,298.8,298.9,10.300000000000011,5374.200000000001,1481.0687993052857
298.8,309.1,1350,52.5,111,0,0,0,0,0,0,1,0,2024-01-01 00:39:00,298.8333333333333,309.15000000000003,93.3895069052191,7.754912421598785,298.9,298.8,10.300000000000011,5827.5,1443.6205174376823
298.8,309.1,1362,45.4,113,0,0,0,0,0,0,1,0,2024-01-01 00:40:00,298.8333333333333,309.15000000000003,85.95677208147507,6.368490140266155,298.8,298.9,10.300000000000011,5130.2,1420.3003458035325
298.8,309.1,1368,50.8,115,0,0,0,0,0,0,1,0,2024-01-01 00:41:00,298.8333333333333,309.1333333333333,87.92136638307358,6.639101344810699,298.8,298.8,10.300000000000011,5842.0,1405.3573789688774
298.8,309.1,1368,49.1,117,0,0,0,0,0,0,0,1,2024-01-01 00:42:00,298.81666666666666,309.1166666666667,31.50026454915397,4.914773646873337,298.8,298.8,10.300000000000011,5744.7,1394.6838365641045
298.8,309.2,1372,48.5,120,0,0,0,0,0,0,0,0,2024-01-01 00:43:00,298.81666666666666,309.1333333333334,9.833615815153015,2.453568829277201,298.8,298.8,10.399999999999977,5820.0,1388.2027379929427
298.8,309.1,1472,47.5,125,0,0,0,0,0,0,0,1,2024-01-01 00:44:00,298.8,309.1166666666667,44.75712233823818,2.4881050352964103,298.8,298.8,10.300000000000011,5937.5,1412.14481921127
298.8,309.1,1489,49.1,128,0,0,0,0,0,0,1,0,2024-01-01 00:45:00,298.8,309.11666666666673,58.687022983506935,1.819890106572558,298.8,298.8,10.300000000000011,6284.8,1434.1034464597287
298.7,309.0,1843,25.8,130,0,0,0,0,0,0,0,1,2024-01-01 00:46:00,298.78333333333336,309.09999999999997,183.5730553939401,9.53198125610134,298.8,298.8,10.300000000000011,3354.0,1550.9310490172293
298.8,309.1,1418,46.3,133,0,0,0,0,0,0,1,0,2024-01-01 00:47:00,298.78333333333336,309.1,178.23879113892855,9.16698787316026,298.7,298.8,10.300000000000011,6157.9,1512.950745621706
298.8,309.2,1425,53.9,135,0,0,0,0,0,0,0,0,2024-01-01 00:48:00,298.78333333333336,309.1166666666667,171.59652288629448,9.845286520293214,298.8,298.7,10.399999999999977,7276.5,1487.8219594209695
298.9,309.2,1412,44.1,140,0,0,0,0,0,0,0,1,2024-01-01 00:49:00,298.8,309.1166666666666,166.17270132806584,9.71179695010149,298.8,298.8,10.300000000000011,6174.0,1466.1585413736939
298.9,309.1,2861,4.6,143,1,0,0,1,0,0,1,0,2024-01-01 00:50:00,298.81666666666666,309.1166666666667,572.8408737744422,18.67393905955571,298.9,298.8,10.200000000000045,657.8,1864.6846864678932
298.9,309.1,1383,54.9,145,0,0,0,0,0,0,1,0,2024-01-01 00:51:00,298.8333333333333,309.1166666666666,583.7107731288386,19.537109987576645,298.9,298.9,10.200000000000045,7960.5,1727.060486866546
298.8,309.0,1497,43.8,147,0,0,0,0,0,0,0,0,2024-01-01 00:52:00,298.84999999999997,309.1166666666666,586.6474239268421,18.599426514456493,298.9,298.9,10.199999999999989,6438.599999999999,1661.3289180073807
298.7,309.0,1565,35.1,152,0,0,0,0,0,0,1,0,2024-01-01 00:53:00,298.8333333333333,309.09999999999997,577.2125258516138,18.555214900399307,298.8,298.9,10.300000000000011,5335.2,1633.806369651458
298.7,309.0,1691,30.1,154,0,0,0,0,0,0,1,0,2024-01-01 00:54:00,298.81666666666666,309.06666666666666,562.7768355810912,17.33962706250244,298.7,298.8,10.300000000000011,4635.400000000001,1650.147407043949
298.8,309.1,1512,40.7,156,0,0,0,0,0,0,1,0,2024-01-01 00:55:00,298.8,309.05,552.6944001887479,17.0529371859122,298.7,298.7,10.300000000000011,6349.200000000001,1610.6767190582227
298.8,309.1,1477,42.4,158,0,0,0,0,0,0,1,0,2024-01-01 00:56:00,298.78333333333336,309.05,102.44299227700625,8.444564326634453,298.8,298.7,10.300000000000011,6699.2,1572.4833705769406
298.8,309.1,1513,40.3,160,0,0,0,0,0,0,1,0,2024-01-01 00:57:00,298.76666666666665,309.05,78.38303387851266,5.160878478192174,298.8,298.8,10.300000000000011,6448.0,1555.4881217837994
298.8,309.0,1661,29.5,162,0,0,0,0,0,0,0,1,2024-01-01 00:58:00,298.7666666666667,309.05,87.41719891798573,5.633382642782263,298.8,298.8,10.199999999999989,4779.0,1585.6343727747715
298.8,309.1,1378,54.4,165,0,0,0,0,0,0,1,0,2024-01-01 00:59:00,298.78333333333336,309.06666666666666,117.60725601197711,9.174239296348617,298.8,298.8,10.300000000000011,8976.0,1526.3102661664082
298.8,309.1,1393,52.6,167,0,0,0,0,0,0,1,0,2024-01-01 01:00:00,298.8,309.08333333333337,102.34256201600648,9.129165715807071,298.8,298.8,10.300000000000011,8784.2,1488.2216186438416
298.8,309.0,1592,38.2,169,0,0,0,0,0,0,0,1,2024-01-01 01:01:00,298.8,309.06666666666666,110.8001203368786,9.327379053088844,298.8,298.8,10.199999999999989,6455.8,1517.8725847714297
298.8,309.0,1829,22.9,172,0,0,0,0,0,0,1,0,2024-01-01 01:02:00,298.8,309.05,171.34876713883884,12.420748769699859,298.8,298.8,10.199999999999989,3938.7999999999997,1606.766132034903
298.9,309.0,1812,25.9,174,0,0,0,0,0,0,0,1,2024-01-01 01:03:00,298.81666666666666,309.03333333333336,196.26453237064155,13.604815323994682,298.8,298.8,10.100000000000023,4506.599999999999,1665.4043800509914
299.0,309.1,1523,38.6,177,0,0,0,0,0,0,1,0,2024-01-01 01:04:00,298.84999999999997,309.05,197.2930983756569,13.064557652927528,298.9,298.8,10.100000000000023,6832.2,1624.7174143092207
299.0,309.1,1394,45.1,179,0,0,0,0,0,0,1,0,2024-01-01 01:05:00,298.8833333333333,309.05,193.96984301689773,11.266839249171314,299.0,298.9,10.100000000000023,8072.900000000001,1558.7981530630675
298.9,308.9,1679,28.7,181,0,0,0,0,0,0,0,1,2024-01-01 01:06:00,298.90000000000003,309.01666666666665,169.3014077515795,8.66479466961954,299.0,299.0,10.0,5194.7,1593.1415379077534
298.8,308.9,1466,44.1,184,0,0,0,0,0,0,0,0,2024-01-01 01:07:00,298.9,309.0,183.40056343061377,9.622975977662378,298.9,299.0,10.099999999999966,8114.400000000001,1556.8153842156212
298.8,308.9,1527,32.4,189,0,0,0,0,0,0,1,0,2024-01-01 01:08:00,298.9,308.98333333333335,152.46955980347892,8.039900496896745,298.8,298.9,10.099999999999966,6123.599999999999,1548.296703010454
298.9,309.0,1410,65.7,191,1,0,0,1,1,0,1,0,2024-01-01 01:09:00,298.90000000000003,308.98333333333335,103.72158245354093,13.078175204005609,298.8,298.8,10.100000000000023,12548.7,1508.7833592908491
298.9,309.0,1924,22.6,193,0,0,0,0,0,0,0,1,2024-01-01 01:10:00,298.8833333333333,308.9666666666667,203.1606917360409,15.434981913389699,298.9,298.8,10.100000000000023,4361.8,1627.4166852127512
298.9,309.1,1452,45.5,196,0,0,0,0,0,0,1,0,2024-01-01 01:11:00,298.8666666666667,308.96666666666664,194.49695798820767,15.463462311742061,298.9,298.9,10.200000000000045,8918.0,1577.2976322933132
298.9,309.1,1369,44.4,198,0,0,0,0,0,0,1,0,2024-01-01 01:12:00,298.8666666666666,309.0,202.7685051152339,14.501137886386726,298.9,298.9,10.200000000000045,8791.199999999999,1517.7840230653721
299.0,309.1,1592,35.0,200,0,0,0,0,0,0,1,0,2024-01-01 01:13:00,298.9,309.03333333333336,202.0006600649281,14.76748680942926,298.9,298.9,10.100000000000023,7000.0,1538.9885879041628
298.9,309.0,1601,32.3,202,0,0,0,0,0,0,1,0,2024-01-01 01:14:00,298.9166666666667,309.05,202.89011804422603,14.779095597047444,299.0,298.9,10.100000000000023,6524.599999999999,1556.7061342174536
298.8,308.9,1379,46.7,204,0,0,0,0,0,0,1,0,2024-01-01 01:15:00,298.9,309.03333333333336,207.74928800519783,9.499210493509468,298.9,299.0,10.099999999999966,9526.800000000001,1505.9329530120688
298.8,308.9,1461,47.9,206,0,0,0,0,0,0,1,0,2024-01-01 01:16:00,298.8833333333333,309.0166666666667,100.73662028610362,6.602928643160336,298.8,298.9,10.099999999999966,9867.4,1493.09496643712
298.8,308.9,1455,41.3,208,1,1,0,0,0,0,1,0,2024-01-01 01:17:00,298.8666666666666,308.98333333333335,100.60301519669588,6.3720221803338974,298.8,298.8,10.099999999999966,8590.4,1482.2106903121849
298.8,308.9,1398,51.5,0,0,0,0,0,0,0,1,0,2024-01-01 01:18:00,298.85,308.95,94.96315074806627,7.609402079007297,298.8,298.8,10.099999999999966,0.0,1458.1504930800631
298.8,308.9,1402,37.9,2,0,0,0,0,0,0,1,0,2024-01-01 01:19:00,298.81666666666666,308.9166666666667,81.23217753246938,7.117771186731649,298.8,298.8,10.099999999999966,75.8,1442.1074950571553
298.8,308.8,1445,49.9,4,0,0,0,0,0,0,0,0,2024-01-01 01:20:00,298.8,308.8833333333333,34.506038118952766,5.2374293949100075,298.8,298.8,10.0,199.6,1442.9339250408264
298.9,308.9,1450,47.5,9,0,0,0,0,0,0,1,0,2024-01-01 01:21:00,298.81666666666666,308.8833333333333,27.7806887363619,5.272949838562922,298.8,298.8,10.0,427.5,1444.9528036005922
298.9,308.9,1453,40.8,11,0,0,0,0,0,0,1,0,2024-01-01 01:22:00,298.8333333333333,308.8833333333333,26.453103157599962,5.550645608095275,298.9,298.8,10.0,448.79999999999995,1447.2520025718534
299.0,309.0,1469,40.1,13,0,0,0,0,0,0,1,0,2024-01-01 01:23:00,298.8666666666666,308.90000000000003,29.171332960059015,5.7216839013237495,298.9,298.9,10.0,521.3000000000001,1453.4657161227558
298.9,308.9,1422,47.6,15,0,0,0,0,0,0,1,0,2024-01-01 01:24:00,298.8833333333333,308.9,24.09495106171887,4.953248092582012,299.0,298.9,10.0,714.0,1444.4755115162507
299.0,309.0,1804,26.8,17,0,0,0,0,0,0,0,1,2024-01-01 01:25:00,298.9166666666667,308.9166666666667,146.2100087773291,8.485615279204406,298.9,299.0,10.0,455.6,1547.1967939402068
299.0,309.0,1436,43.9,20,0,0,0,0,0,0,0,0,2024-01-01 01:26:00,298.95,308.95,147.01927311297203,7.702315669113233,299.0,298.9,10.0,878.0,1515.4262813858559
299.0,309.0,1544,31.8,25,0,0,0,0,0,0,1,0,2024-01-01 01:27:00,298.96666666666664,308.96666666666664,144.89398423215047,7.766595135579069,299.0,299.0,10.0,795.0,1523.5902009898982
299.0,309.0,1419,45.2,27,0,0,0,0,0,0,0,1,2024-01-01 01:28:00,298.98333333333335,308.9833333333333,148.715388130034,8.221597573870127,299.0,299.0,10.0,1220.4,1493.7072864213528
298.9,308.9,1487,39.5,30,0,0,0,0,0,0,0,1,2024-01-01 01:29:00,298.96666666666664,308.96666666666664,147.7642266134353,8.212591957881942,299.0,299.0,10.0,1185.0,1491.7909188723947
298.9,308.9,1753,25.8,33,0,0,0,0,0,0,1,0,2024-01-01 01:30:00,298.96666666666664,308.96666666666664,165.21430527247546,8.53369790887868,298.9,299.0,10.0,851.4,1566.422084908857
298.9,308.9,1830,24.9,35,0,0,0,0,0,0,1,0,2024-01-01 01:31:00,298.95,308.95,172.63304048375764,8.946377292886044,298.9,298.9,10.0,871.5,1641.7300606491863
298.9,308.9,1727,27.1,37,0,0,0,0,0,0,0,1,2024-01-01 01:32:00,298.93333333333334,308.93333333333334,165.4311538576296,8.276573365026549,298.9,298.9,10.0,1002.7,1666.092900463705
299.1,309.0,1450,43.0,40,0,0,0,0,0,0,1,0,2024-01-01 01:33:00,298.95,308.93333333333334,178.7411536272496,9.31638341847309,298.9,298.9,9.899999999999977,1720.0,1604.3520717597883
299.0,308.9,1622,31.9,42,0,0,0,0,0,0,1,0,2024-01-01 01:34:00,298.95,308.9166666666667,152.40133420238396,7.617261100071788,299.1,298.9,9.899999999999977,1339.8,1609.3943369712774
299.0,309.0,1351,52.2,44,0,0,0,0,0,0,0,1,2024-01-01 01:35:00,298.96666666666664,308.93333333333334,186.80194502913162,11.083095235537785,299.0,299.1,10.0,2296.8,1535.5673835509117
299.0,309.0,1575,35.3,47,0,0,0,0,0,0,0,1,2024-01-01 01:36:00,298.9833333333333,308.95,175.6709993140587,10.302750441831886,299.0,299.0,10.0,1659.1,1546.8338453935085
298.9,308.9,1750,29.9,50,0,0,0,0,0,0,0,1,2024-01-01 01:37:00,298.98333333333335,308.95,155.9710443212671,9.415235879502285,299.0,299.0,10.0,1495.0,1604.8813181382206
298.9,308.8,1529,32.7,53,0,0,0,0,0,0,1,0,2024-01-01 01:38:00,298.9833333333333,308.93333333333334,138.3927984638891,8.52455277419294,298.9,299.0,9.900000000000034,1733.1000000000001,1583.2009415273003
298.8,308.8,1523,44.4,55,0,0,0,0,0,0,1,0,2024-01-01 01:39:00,298.93333333333334,308.90000000000003,131.27325190863004,8.722079262805815,298.9,298.9,10.0,2442.0,1566.0006725195
298.8,308.9,1852,25.0,57,0,0,0,0,0,0,1,0,2024-01-01 01:40:00,298.90000000000003,308.9,178.62437310363515,10.005481830809908,298.8,298.9,10.099999999999966,1425.0,1647.7147660853575
298.8,308.8,1991,20.7,59,0,0,0,0,0,0,1,0,2024-01-01 01:41:00,298.8666666666667,308.8666666666666,193.08719964478928,8.289431021889678,298.8,298.8,10.0,1221.3,1745.7962614895412
